α|N|E(ħω₀)	1	2	3	4	5	6
5.1	-5.562020073177946	-5.570225026220733	-5.570615534477074	-5.570651571645875	-5.570656027692246	-5.5706566813734
5.2	-5.685474016452131	-5.693975097134809	-5.694378988630676	-5.694416397075818	-5.694421038640241	-5.694421718993226
5.3	-5.809854729767694	-5.81865066498248	-5.8190676883147585	-5.819106467019205	-5.819111297192786	-5.819112004577743
5.3999999999999995	-5.935201468119608	-5.944289728375573	-5.944719549553854	-5.944759691701101	-5.9447647133250285	-5.944765448051669
5.5	-6.061555683031608	-6.070932354679282	-6.0713745497523135	-6.071416041922907	-6.071421257541052	-6.071422019859726
5.6	-6.18896105561087	-6.198620714557201	-6.199074762590692	-6.199117583893258	-6.19912299569817	-6.19912378578972
5.699999999999999	-6.317463495984662	-6.327399087952443	-6.327864364740849	-6.327908485889614	-6.327914095910585	-6.327914913626522
5.799999999999999	-6.447111099838622	-6.4573138336043865	-6.457789606585049	-6.457834988943182	-6.457840798238852	-6.45784164382677
5.9	-6.577954052195644	-6.588413313582091	-6.5888987385155575	-6.588945333131509	-6.588951342444966	-6.588952215803982
6.0	-6.7100444686720735	-6.72074776423514	-6.721241884278587	-6.721289630955663	-6.721295840389899	-6.721296741298119
6.1	-6.84343616557002	-6.85436910561158	-6.85487085344812	-6.854919679900199	-6.854926088829185	-6.854927016927809
6.199999999999999	-6.9781843526044	-6.989330683081562	-6.989838886737828	-6.989888707894612	-6.989895314870794	-6.98989626965015
6.299999999999999	-7.114345246053075	-7.125686937809453	-7.126200330687734	-7.1262510482256785	-7.126257850885373	-7.126258831671036
6.4	-7.251975605667979	-7.263493006953339	-7.264010242387541	-7.264061744568017	-7.264068739541459	-7.264069745481714
6.5	-7.391132205493926	-7.402804259870686	-7.403323930210204	-7.4033760921065435	-7.403383274934543	-7.403384304992115
6.6000000000000005	-7.53187125611844	-7.5436757827867424	-7.54419644260532	-7.544249126791926	-7.5442564918561645	-7.544257544803244
6.7	-7.67424780277473	-7.686161830576701	-7.686682023161878	-7.686735080916705	-7.686742621390077	-7.686743695808732
6.8	-7.818315128863506	-7.830315269580268	-7.8308335554304564	-7.830886828473382	-7.830894536294621	-7.830895630584446
6.8999999999999995	-7.964124196693197	-7.976187038665518	-7.976702024398296	-7.97675534714513	-7.976763213023148	-7.976764325413896
6.999999999999999	-8.111723155785747	-8.123825656284001	-8.124336022192661	-8.124389224461204	-8.124397237912405	-8.124398366485135
7.1	-8.26115694392841	-8.273276798606084	-8.27378132316473	-8.27383423322497	-8.273842382642364	-8.273843525355218
7.199999999999999	-8.412466997990412	-8.424582968258964	-8.425080548140361	-8.425132996040293	-8.425141268718622	-8.425142423437538
7.300000000000001	-8.565691081742216	-8.577783265513045	-8.57827293013155	-8.578324750676398	-8.578333133243907	-8.578334297777385
7.4	-8.720863228122992	-8.732913265221153	-8.733394185354488	-8.73344522170909	-8.733453699816282	-8.733454871950716
7.5	-8.878013785072847	-8.89000499471265	-8.890476485295196	-8.890526591524695	-8.890535150308319	-8.890536327842671
7.6	-9.037169548139019	-9.049087001265667	-9.049548518916474	-9.049597562477008	-9.04960618664498	-9.049607367422603
7.699999999999999	-9.198353959947825	-9.210184493382513	-9.21063562955774	-9.210683493182472	-9.210692167168013	-9.21069334910756
7.799999999999999	-9.36158735609601	-9.37331953801354	-9.373760008849658	-9.373806591856798	-9.373815299966209	-9.373816481079775
7.9	-9.526887238484896	-9.538511295862898	-9.53894092979775	-9.538986148824609	-9.538994875352321	-9.538996053772891
8.0	-9.694268559872995	-9.70577627845893	-9.706195002647029	-9.706238791842077	-9.706247520376529	-9.706248695162946
8.1	-9.863744006775068	-9.875128613171753	-9.875536439635743	-9.87557875028999	-9.875587466970343	-9.875588634929693
8.2	-10.035324271241274	-10.04658030528109	-10.04697731730241	-10.047018117174662	-10.04702680594603	-10.047027961982769
8.299999999999999	-10.209018305148096	-10.220141489105789	-10.220527828495564	-10.220567100763732	-10.220575746571628	-10.220576898252427
8.399999999999999	-10.384833553227844	-10.395820662833069	-10.396196518353756	-10.396234260324468	-10.396242848291298	-10.396243990011193
8.499999999999998	-10.562776163099226	-10.573624903878207	-10.57399050080103	-10.574026722640449	-10.574035238008696	-10.57403636873831
8.6	-10.742851172058124	-10.753560063328012	-10.753915654532504	-10.753950377739093	-10.753958805787668	-10.753959924629532
8.7	-10.92506267141375	-10.935630939293306	-10.935976797649902	-10.936010053554764	-10.93601837949928	-10.936019485679992
8.8	-11.109413949808955	-11.11984142987391	-11.120177841691573	-11.120209670156564	-11.120217879052424	-11.120218971913873
8.9	-11.29590761732575	-11.306194667007022	-11.306521926733225	-11.3065523747552	-11.306560451432027	-11.306561530422371
9.0	-11.484545712331778	-11.494693132784779	-11.495011538657488	-11.495040659035165	-11.49504858810863	-11.495049652773885
9.1	-11.67532979303635	-11.685338759970442	-11.685648610527075	-11.685676460522386	-11.68568422653245	-11.685685276507245
9.2	-11.868261015643128	-11.878133018462568	-11.878434609782184	-11.878461249749156	-11.878468837457952	-11.878469872457456
9.3	-12.063340200852599	-12.073076989388746	-12.073370612950557	-12.073396104945415	-12.073403499785256	-12.073404519596378
9.4	-12.260567890306657	-12.27017142840173	-12.270457369457969	-12.27048177589516	-12.270488964496511	-12.2704899689709
9.5	-12.45994439439265	-12.469416819612059	-12.469695355985564	-12.469718738437082	-12.469725709132264	-12.469726698178121
9.600000000000001	-12.661469832656762	-12.670813421443205	-12.671084822668611	-12.671107240896212	-12.67111398410059	-12.67111495767763
9.700000000000001	-12.865144167916755	-12.87436130554618	-12.87462583229194	-12.87464734354733	-12.874653851972518	-12.874654810084728
9.8	-13.070967235015459	-13.080060389771564	-13.08031829348402	-13.08033895206766	-13.08034522076565	-13.080346163456337
9.9	-13.278938765026354	-13.287910466065771	-13.288161988791668	-13.288181845823964	-13.288187872096461	-13.288188799442953
10.0	-13.489058405603366	-13.497911224041417	-13.498156598387965	-13.498175701741076	-13.498181484958003	-13.498182397067097
10.1	-13.701325738068551	-13.71006227086577	-13.71030172006881	-13.710320114408422	-13.710325655773332	-13.710326552777708
10.2	-13.915740291739219	-13.924363148020248	-13.92459688609403	-13.92461461299239	-13.924619915288062	-13.92462079734193
10.3	-14.132301555922439	-14.140813345402332	-14.141041577462978	-14.141058675441275	-14.14106374277483	-14.141064610051302
10.4	-14.351008989939345	-14.3594123131736	-14.35963523524255	-14.359651740399514	-14.359656577960667	-14.35965743064834
10.5	-14.571862031484514	-14.580159471694252	-14.580377271662364	-14.580393217183317	-14.580397831023301	-14.580398669323884
10.6	-14.794860103581087	-14.803054219839254	-14.803267077321589	-14.803282494115148	-14.803286890949337	-14.803287715075616
10.7	-15.02000262035007	-15.028095941938563	-15.028304028706991	-15.028318945472762	-15.028323132508199	-15.028323942681322
10.8	-15.247288991779438	-15.255284013556139	-15.255487493863694	-15.255501937263983	-15.255505922050467	-15.255506718498825
10.9	-15.476718627649	-15.484617806282959	-15.484816837189921	-15.484830832010157	-15.484834622314512	-15.484835405271486
11.0	-15.708290940744575	-15.716096691696816	-15.716291423392779	-15.71630499269229	-15.716308596392228	-15.71630936609537
11.1	-15.9420053494729	-15.949720044616736	-15.949910620736986	-15.949923785987327	-15.949927210983862	-15.949927967673297
11.2	-16.17786127997085	-16.185487245760545	-16.18567380369446	-16.185686584906865	-16.185689839052575	-16.18569058297018
11.299999999999999	-16.41585816779093	-16.423397683898603	-16.42358035508808	-16.42359277093136	-16.42359586197224	-16.423596593360376
11.399999999999999	-16.655995459229114	-16.663450757582467	-16.663629667809616	-16.663641735716876	-16.66364467124613	-16.663645390347295
11.5	-16.898272612353303	-16.905645876513333	-16.905821146177214	-16.90583288244414	-16.905835669866736	-16.905836376921968
11.6	-17.142689097779787	-17.149982462608918	-17.150154206989548	-17.15016562686429	-17.150168273369108	-17.1501689686181
11.7	-17.389244399240575	-17.39645995081537	-17.39662828032684	-17.396639398091576	-17.396641910631335	-17.396642594312425
11.799999999999999	-17.63793801397383	-17.64507778970514	-17.645242810136327	-17.64525363918209	-17.64525602445951	-17.64525669677003
11.9	-17.88876945296954	-17.895835441896402	-17.895997254639738	-17.89600780753484	-17.896010071993096	-17.896010733240672
12.0	-18.141738241092813	-18.148732384321836	-18.148891086591266	-18.14890137514363	-18.148903524960534	-18.148904175337723
